DATA INICIAL,DATA FINAL,REGIAO,ESTADO,PRODUTO,NUMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MEDIO REVENDA,DESVIO PADRAO REVENDA,PRECO MINIMO REVENDA,PRECO MAXIMO REVENDA,MARGEM MEDIA REVENDA,COEF DE VARIACAO REVENDA,PRECO MEDIO DISTRIBUICAO,DESVIO PADRAO DISTRIBUICAO,PREÇO MINIMO DISTRIBUICAO,PRECO MAXIMO DISTRIBUICAO,COEF DE VARIACAO DISTRIBUICAO
30/12/2012,05/01/2013,NORTE,ACRE,ETANOL HIDRATADO,33,R$/l,2.553,0.098,2.420,3.000,0.428,0.038,2.125,0.170,1.624,2.274,0.080
30/12/2012,05/01/2013,NORDESTE,ALAGOAS,ETANOL HIDRATADO,97,R$/l,2.308,0.066,2.190,2.440,0.270,0.029,2.038,0.061,1.906,2.223,0.030
30/12/2012,05/01/2013,NORTE,ACRE,ETANOL HIDRATADO,33,R$/l,2.553,0.098,2.420,3.000,0.428,0.038,2.125,0.170,1.624,2.274,0.080
30/12/2012,05/01/2013,NORDESTE,ALAGOAS,ETANOL HIDRATADO,97,R$/l,2.308,0.066,2.190,2.440,0.270,0.029,2.038,0.061,1.906,2.223,0.030
30/12/2012,05/01/2013,NORTE,AMAPA,ETANOL HIDRATADO,7,R$/l,2.260,0.045,2.180,2.320,0,0.020,0,0,0,0,0
30/12/2012,05/01/2013,NORTE,AMAZONAS,ETANOL HIDRATADO,70,R$/l,2.315,0.080,2.220,2.620,0.189,0.035,2.126,0.045,1.994,2.217,0.021
30/12/2012,05/01/2013,NORDESTE,BAHIA,ETANOL HIDRATADO,414,R$/l,2.167,0.127,1.850,2.599,0.286,0.059,1.881,0.118,1.620,2.140,0.063
30/12/2012,05/01/2013,NORDESTE,CEARA,ETANOL HIDRATADO,211,R$/l,2.201,0.087,2.030,2.450,0.172,0.040,2.029,0.042,1.913,2.091,0.021
30/12/2012,05/01/2013,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,80,R$/l,2.273,0.023,2.190,2.299,0.405,0.010,1.868,0.017,1.843,1.887,0.009
30/12/2012,05/01/2013,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,170,R$/l,2.453,0.079,2.190,2.690,0.345,0.032,2.108,0.095,2.009,2.363,0.045
30/12/2012,05/01/2013,NORTE,ACRE,ETANOL HIDRATADO,33,R$/l,2.553,0.098,2.420,3.000,0.428,0.038,2.125,0.170,1.624,2.274,0.080
30/12/2012,05/01/2013,NORDESTE,ALAGOAS,ETANOL HIDRATADO,97,R$/l,2.308,0.066,2.190,2.440,0.270,0.029,2.038,0.061,1.906,2.223,0.030
30/12/2012,05/01/2013,NORTE,AMAPA,ETANOL HIDRATADO,7,R$/l,2.260,0.045,2.180,2.320,0,0.020,0,0,0,0,0
30/12/2012,05/01/2013,NORTE,AMAZONAS,ETANOL HIDRATADO,70,R$/l,2.315,0.080,2.220,2.620,0.189,0.035,2.126,0.045,1.994,2.217,0.021
30/12/2012,05/01/2013,NORDESTE,BAHIA,ETANOL HIDRATADO,414,R$/l,2.167,0.127,1.850,2.599,0.286,0.059,1.881,0.118,1.620,2.140,0.063
30/12/2012,05/01/2013,NORDESTE,CEARA,ETANOL HIDRATADO,211,R$/l,2.201,0.087,2.030,2.450,0.172,0.040,2.029,0.042,1.913,2.091,0.021
30/12/2012,05/01/2013,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,80,R$/l,2.273,0.023,2.190,2.299,0.405,0.010,1.868,0.017,1.843,1.887,0.009
30/12/2012,05/01/2013,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,170,R$/l,2.453,0.079,2.190,2.690,0.345,0.032,2.108,0.095,2.009,2.363,0.045
30/12/2012,05/01/2013,NORTE,ACRE,ETANOL HIDRATADO,33,R$/l,2.553,0.098,2.420,3.000,0.428,0.038,2.125,0.170,1.624,2.274,0.080
30/12/2012,05/01/2013,NORDESTE,ALAGOAS,ETANOL HIDRATADO,97,R$/l,2.308,0.066,2.190,2.440,0.270,0.029,2.038,0.061,1.906,2.223,0.030
30/12/2012,05/01/2013,NORTE,AMAPA,ETANOL HIDRATADO,7,R$/l,2.260,0.045,2.180,2.320,0,0.020,0,0,0,0,0
30/12/2012,05/01/2013,NORTE,AMAZONAS,ETANOL HIDRATADO,70,R$/l,2.315,0.080,2.220,2.620,0.189,0.035,2.126,0.045,1.994,2.217,0.021
30/12/2012,05/01/2013,NORDESTE,BAHIA,ETANOL HIDRATADO,414,R$/l,2.167,0.127,1.850,2.599,0.286,0.059,1.881,0.118,1.620,2.140,0.063
30/12/2012,05/01/2013,NORDESTE,CEARA,ETANOL HIDRATADO,211,R$/l,2.201,0.087,2.030,2.450,0.172,0.040,2.029,0.042,1.913,2.091,0.021
30/12/2012,05/01/2013,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,80,R$/l,2.273,0.023,2.190,2.299,0.405,0.010,1.868,0.017,1.843,1.887,0.009
30/12/2012,05/01/2013,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,170,R$/l,2.453,0.079,2.190,2.690,0.345,0.032,2.108,0.095,2.009,2.363,0.045
30/12/2012,05/01/2013,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,255,R$/l,1.871,0.132,1.650,2.250,0.244,0.071,1.627,0.105,1.460,2.057,0
30/12/2012,05/01/2013,NORDESTE,MARANHAO,ETANOL HIDRATADO,101,R$/l,2.180,0.136,1.990,2.720,0.151,0.062,2.029,0.119,1.800,2.289,0.059
30/12/2012,05/01/2013,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,141,R$/l,1.922,0.090,1.680,2.090,0.411,0.047,1.511,0.074,1.410,1.695,0.049
30/12/2012,05/01/2013,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,130,R$/l,2.108,0.147,1.929,2.449,0.303,0.070,1.805,0.085,1.631,2.007,0.047
30/12/2012,05/01/2013,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,974,R$/l,2.095,0.115,1.829,2.499,0.267,0.055,1.828,0.111,1.432,2.187,0.061
30/12/2012,05/01/2013,NORTE,PARA,ETANOL HIDRATADO,90,R$/l,2.401,0.162,2.190,3.000,0.267,0.067,2.134,0.125,1.760,2.290,0.059
30/12/2012,05/01/2013,NORDESTE,PARAIBA,ETANOL HIDRATADO,118,R$/l,2.177,0.074,1.977,2.380,0.233,0.034,1.944,0.066,1.830,2.069,0.034
30/12/2012,05/01/2013,SUL,PARANA,ETANOL HIDRATADO,567,R$/l,1.975,0.081,1.739,2.290,0.237,0.041,1.738,0.061,1.500,1.899,0.035
30/12/2012,05/01/2013,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,318,R$/l,2.164,0.121,1.929,2.589,0.263,0.056,1.901,0.098,1.750,2.203,0.052
30/12/2012,05/01/2013,NORDESTE,PIAUI,ETANOL HIDRATADO,63,R$/l,2.309,0.075,2.190,2.590,0.166,0.032,2.143,0.069,1.989,2.170,0.032
30/12/2012,05/01/2013,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,711,R$/l,2.249,0.182,1.799,2.749,0.307,0.081,1.942,0.173,1.470,2.273,0.089
30/12/2012,05/01/2013,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,108,R$/l,2.255,0.056,2.110,2.420,0.231,0.025,2.024,0.076,1.801,2.141,0.038
30/12/2012,05/01/2013,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,552,R$/l,2.382,0.115,2.099,2.770,0.284,0.048,2.098,0.074,1.878,2.288,0.035
30/12/2012,05/01/2013,NORTE,RONDONIA,ETANOL HIDRATADO,83,R$/l,2.378,0.078,2.150,2.670,0.307,0.033,2.071,0.097,1.968,2.231,0.047
30/12/2012,05/01/2013,NORTE,RORAIMA,ETANOL HIDRATADO,16,R$/l,2.562,0.072,2.290,2.600,0.355,0.028,2.207,0.056,2.100,2.284,0.025
30/12/2012,05/01/2013,SUL,SANTA CATARINA,ETANOL HIDRATADO,372,R$/l,2.366,0.085,2.090,2.750,0.277,0.036,2.089,0.049,1.995,2.182,0.023
30/12/2012,05/01/2013,SUDESTE,SAO PAULO,ETANOL HIDRATADO,2381,R$/l,1.824,0.098,1.479,2.399,0.253,0.054,1.571,0.076,1.300,1.870,0.048
30/12/2012,05/01/2013,NORDESTE,SERGIPE,ETANOL HIDRATADO,51,R$/l,2.328,0.069,2.190,2.475,0.243,0.030,2.085,0.067,1.945,2.199,0.032
30/12/2012,05/01/2013,NORTE,TOCANTINS,ETANOL HIDRATADO,60,R$/l,2.138,0.076,1.990,2.390,0.326,0.036,1.812,0.122,1.703,2.069,0.067
30/12/2012,05/01/2013,NORTE,ACRE,GASOLINA COMUM,52,R$/l,3.130,0.156,3.020,3.500,0.517,0.050,2.613,0.126,2.472,2.890,0.048
30/12/2012,05/01/2013,NORDESTE,ALAGOAS,GASOLINA COMUM,96,R$/l,2.790,0.064,2.630,2.980,0.417,0.023,2.373,0.037,2.305,2.466,0.016
30/12/2012,05/01/2013,NORTE,AMAPA,GASOLINA COMUM,34,R$/l,2.707,0.171,2.530,3.100,0.290,0.063,2.417,0.051,2.316,2.459,0.021
30/12/2012,05/01/2013,NORTE,AMAZONAS,GASOLINA COMUM,119,R$/l,2.885,0.131,2.750,3.380,0.418,0.045,2.467,0.050,2.320,2.630,0.020
30/12/2012,05/01/2013,NORDESTE,BAHIA,GASOLINA COMUM,420,R$/l,2.820,0.086,2.479,3.149,0.468,0.030,2.352,0.068,2.250,2.564,0.029
30/12/2012,05/01/2013,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.722,0.119,2.599,3.003,0.344,0.044,2.378,0.035,2.323,2.524,0.015
30/12/2012,05/01/2013,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,80,R$/l,2.826,0.020,2.710,2.859,0.443,0.007,2.383,0.014,2.344,2.399,0.006
30/12/2012,05/01/2013,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,189,R$/l,2.800,0.108,2.670,3.060,0.323,0.039,2.477,0.066,2.330,2.680,0.027
30/12/2012,05/01/2013,CENTRO OESTE,GOIAS,GASOLINA COMUM,253,R$/l,2.756,0.118,2.520,3.080,0.330,0.043,2.426,0.089,2.317,2.829,0.037
30/12/2012,05/01/2013,NORDESTE,MARANHAO,GASOLINA COMUM,149,R$/l,2.650,0.163,2.420,3.050,0.244,0.062,2.406,0.138,2.295,2.819,0.057
30/12/2012,05/01/2013,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,140,R$/l,2.965,0.087,2.750,3.190,0.462,0.029,2.503,0.075,2.357,2.611,0.030
30/12/2012,05/01/2013,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,131,R$/l,2.850,0.101,2.619,3.050,0.434,0.035,2.416,0.048,2.302,2.518,0.020
30/12/2012,05/01/2013,SUDESTE,MINAS GERAIS,GASOLINA COMUM,984,R$/l,2.830,0.102,2.556,3.090,0.378,0.036,2.452,0.066,2.300,2.756,0.027
30/12/2012,05/01/2013,NORTE,PARA,GASOLINA COMUM,196,R$/l,2.878,0.172,2.620,3.490,0.384,0.060,2.494,0.086,2.290,2.700,0.034
30/12/2012,05/01/2013,NORDESTE,PARAIBA,GASOLINA COMUM,126,R$/l,2.655,0.059,2.450,2.850,0.339,0.022,2.316,0.038,2.227,2.381,0.016
30/12/2012,05/01/2013,SUL,PARANA,GASOLINA COMUM,564,R$/l,2.802,0.070,2.590,3.150,0.401,0.025,2.401,0.047,2.202,2.595,0.020
30/12/2012,05/01/2013,NORDESTE,PERNAMBUCO,GASOLINA COMUM,333,R$/l,2.733,0.101,2.459,3.020,0.398,0.037,2.335,0.057,2.250,2.500,0.024
30/12/2012,05/01/2013,NORDESTE,PIAUI,GASOLINA COMUM,102,R$/l,2.625,0.088,2.400,2.980,0.312,0.034,2.313,0.036,2.200,2.375,0.016
30/12/2012,05/01/2013,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,737,R$/l,2.899,0.118,2.459,3.799,0.364,0.041,2.535,0.054,2.266,2.696,0.021
30/12/2012,05/01/2013,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,113,R$/l,2.758,0.060,2.620,2.890,0.403,0.022,2.355,0.030,2.279,2.404,0.013
30/12/2012,05/01/2013,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,616,R$/l,2.772,0.100,2.599,3.099,0.410,0.036,2.362,0.045,2.240,2.538,0.019
30/12/2012,05/01/2013,NORTE,RONDONIA,GASOLINA COMUM,100,R$/l,2.951,0.070,2.810,3.260,0.441,0.024,2.510,0.043,2.447,2.630,0.017
30/12/2012,05/01/2013,NORTE,RORAIMA,GASOLINA COMUM,34,R$/l,2.872,0.056,2.850,3.100,0.463,0.019,2.409,0.040,2.380,2.529,0.017
30/12/2012,05/01/2013,SUL,SANTA CATARINA,GASOLINA COMUM,386,R$/l,2.751,0.091,2.350,2.998,0.403,0.033,2.348,0.050,2.250,2.499,0.021
30/12/2012,05/01/2013,SUDESTE,SAO PAULO,GASOLINA COMUM,2374,R$/l,2.637,0.104,2.269,2.999,0.374,0.039,2.263,0.063,2.120,2.501,0.028
30/12/2012,05/01/2013,NORDESTE,SERGIPE,GASOLINA COMUM,56,R$/l,2.758,0.062,2.669,2.949,0.358,0.022,2.400,0.037,2.280,2.480,0.015
30/12/2012,05/01/2013,NORTE,TOCANTINS,GASOLINA COMUM,60,R$/l,2.899,0.056,2.770,2.998,0.469,0.019,2.430,0.099,2.368,2.639,0.041
30/12/2012,05/01/2013,NORTE,ACRE,GLP,90,R$/13Kg,46.401,1.804,44.000,52.000,6.575,0.039,39.826,0.871,37.500,40.980,0.022
30/12/2012,05/01/2013,NORDESTE,ALAGOAS,GLP,38,R$/13Kg,38.660,2.044,34.000,41.000,13.548,0.053,25.112,0.896,24.500,26.900,0.036
30/12/2012,05/01/2013,NORTE,AMAPA,GLP,26,R$/13Kg,43.025,5.409,40.000,62.000,8.261,0.126,34.764,0.613,34.500,36.590,0.018
30/12/2012,05/01/2013,NORTE,AMAZONAS,GLP,178,R$/13Kg,33.633,1.434,30.000,39.000,5.406,0.043,28.227,1.369,19.170,31.750,0.048
30/12/2012,05/01/2013,NORDESTE,BAHIA,GLP,312,R$/13Kg,37.729,3.745,26.000,45.000,10.962,0.099,26.767,2.270,21.600,35.000,0.085
30/12/2012,05/01/2013,NORDESTE,CEARA,GLP,262,R$/13Kg,38.814,2.304,32.000,45.000,0,0.059,0,0,0,0,0
30/12/2012,05/01/2013,CENTRO OESTE,DISTRITO FEDERAL,GLP,118,R$/13Kg,37.415,0.683,36.000,39.000,5.951,0.018,31.464,0.246,31.200,31.800,0.008
30/12/2012,05/01/2013,SUDESTE,ESPIRITO SANTO,GLP,168,R$/13Kg,36.443,1.488,33.000,42.000,8.067,0.041,28.376,1.120,26.500,31.000,0.039
30/12/2012,05/01/2013,CENTRO OESTE,GOIAS,GLP,489,R$/13Kg,40.297,2.301,36.000,46.000,6.915,0.057,33.382,1.796,28.000,38.000,0.054
30/12/2012,05/01/2013,NORDESTE,MARANHAO,GLP,117,R$/13Kg,44.682,3.830,37.000,50.000,9.889,0.086,34.793,3.351,27.000,39.000,0.096
30/12/2012,05/01/2013,CENTRO OESTE,MATO GROSSO,GLP,114,R$/13Kg,49.099,2.863,43.000,59.000,8.861,0.058,40.238,2.070,38.000,45.000,0.051
30/12/2012,05/01/2013,CENTRO OESTE,MATO GROSSO DO SUL,GLP,213,R$/13Kg,46.860,2.913,40.000,54.000,7.455,0.062,39.405,4.143,28.800,44.000,0.105
30/12/2012,05/01/2013,SUDESTE,MINAS GERAIS,GLP,1013,R$/13Kg,42.695,3.226,34.000,53.000,10.315,0.076,32.380,2.956,21.850,39.000,0.091
30/12/2012,05/01/2013,NORTE,PARA,GLP,217,R$/13Kg,41.984,3.451,35.000,52.000,12.331,0.082,29.653,1.247,27.000,32.000,0.042
30/12/2012,05/01/2013,NORDESTE,PARAIBA,GLP,115,R$/13Kg,35.315,1.676,31.000,38.000,6.838,0.047,28.477,2.082,23.540,32.240,0.073
30/12/2012,05/01/2013,SUL,PARANA,GLP,672,R$/13Kg,40.153,3.488,34.000,50.000,9.985,0.087,30.168,2.861,23.900,38.000,0.095
30/12/2012,05/01/2013,NORDESTE,PERNAMBUCO,GLP,279,R$/13Kg,35.794,1.934,30.000,42.000,7.628,0.054,28.166,2.385,23.900,32.330,0.085
30/12/2012,05/01/2013,NORDESTE,PIAUI,GLP,67,R$/13Kg,40.616,2.273,34.990,45.000,7.404,0.056,33.212,5.999,26.000,36.390,0.181
30/12/2012,05/01/2013,SUDESTE,RIO DE JANEIRO,GLP,293,R$/13Kg,38.012,3.070,28.900,46.000,11.115,0.081,26.897,2.748,22.220,34.360,0.102
30/12/2012,05/01/2013,NORDESTE,RIO GRANDE DO NORTE,GLP,68,R$/13Kg,38.148,2.113,35.000,45.000,0,0.055,0,0,0,0,0
30/12/2012,05/01/2013,SUL,RIO GRANDE DO SUL,GLP,721,R$/13Kg,40.577,2.665,30.000,49.000,9.788,0.066,30.789,3.064,16.140,40.500,0.100
30/12/2012,05/01/2013,NORTE,RONDONIA,GLP,99,R$/13Kg,40.437,2.492,37.000,46.000,5.534,0.062,34.903,1.591,32.900,37.500,0.046
30/12/2012,05/01/2013,NORTE,RORAIMA,GLP,31,R$/13Kg,46.007,1.737,42.000,49.000,5.827,0.038,40.180,0.000,40.180,40.180,0.000
30/12/2012,05/01/2013,SUL,SANTA CATARINA,GLP,248,R$/13Kg,42.021,2.613,35.000,49.900,10.008,0.062,32.013,2.023,26.970,38.800,0.063
30/12/2012,05/01/2013,SUDESTE,SAO PAULO,GLP,1983,R$/13Kg,40.935,3.092,28.000,52.000,12.616,0.076,28.319,3.255,17.200,39.450,0.115
30/12/2012,05/01/2013,NORDESTE,SERGIPE,GLP,41,R$/13Kg,38.231,1.923,34.000,42.000,9.985,0.050,28.246,3.627,26.000,33.590,0.128
30/12/2012,05/01/2013,NORTE,TOCANTINS,GLP,80,R$/13Kg,44.364,0.688,42.000,45.000,7.271,0.016,37.093,0.455,36.200,38.000,0.012
30/12/2012,05/01/2013,NORDESTE,ALAGOAS,GNV,9,R$/m3,1.970,0.060,1.959,2.149,0.537,0.030,1.433,0.055,1.401,1.497,0.038
30/12/2012,05/01/2013,NORTE,AMAZONAS,GNV,1,R$/m3,1.950,0.000,1.950,1.950,0,0.000,0,0,0,0,0
30/12/2012,05/01/2013,NORDESTE,BAHIA,GNV,26,R$/m3,1.622,0.122,1.450,2.090,0.383,0.075,1.239,0.166,1.111,1.822,0.134
30/12/2012,05/01/2013,NORDESTE,CEARA,GNV,10,R$/m3,1.890,0.000,1.890,1.890,0.445,0.000,1.445,0.092,1.364,1.525,0.064
30/12/2012,05/01/2013,SUDESTE,ESPIRITO SANTO,GNV,5,R$/m3,2.347,0.222,1.840,2.350,0,0.095,0,0,0,0,0
